client_id,dormant_count,total_monthly_waste,segment
114,25,1360.0846249652022,High (over $150)
115,24,2297.382948001689,High (over $150)
116,14,746.1820101842602,High (over $150)
118,21,976.429505050505,High (over $150)
119,19,1195.0592856541607,High (over $150)
120,18,1285.1688769841269,High (over $150)
121,27,1376.712706092619,High (over $150)
122,20,1035.7468068511916,High (over $150)
123,25,853.2629997294372,High (over $150)
124,18,704.6669365079365,High (over $150)
125,19,530.6826666666667,High (over $150)
126,21,652.7937328774791,High (over $150)
127,20,1303.2081136825439,High (over $150)
128,22,729.4245641534392,High (over $150)
132,15,561.0606536796537,High (over $150)
133,18,1077.0550043290043,High (over $150)
134,13,789.094713980464,High (over $150)
135,16,888.2268333333334,High (over $150)
137,23,1164.1171973340797,High (over $150)
138,25,839.0810269138756,High (over $150)
140,21,771.1900597826087,High (over $150)
141,28,1073.3313613039008,High (over $150)
142,33,2126.846153325232,High (over $150)
144,20,767.6192406561659,High (over $150)
145,20,431.6855368993751,High (over $150)
146,21,1101.9312355699856,High (over $150)
147,23,1189.3017670517888,High (over $150)
148,22,1106.5212634920636,High (over $150)
149,13,678.458488095238,High (over $150)
150,20,788.7476999213568,High (over $150)
152,20,1233.779098293863,High (over $150)
153,14,525.344,High (over $150)
154,19,1107.6603552754434,High (over $150)
155,20,622.468591709993,High (over $150)
156,17,472.53038427923616,High (over $150)
157,25,1244.9801594169357,High (over $150)
160,14,601.6199664502165,High (over $150)
161,13,429.48726880693795,High (over $150)
162,19,1350.853700905797,High (over $150)
164,24,1053.4116319444445,High (over $150)
165,20,1471.1226054593553,High (over $150)
169,13,282.879848343015,High (over $150)
170,20,1018.4027678571429,High (over $150)
171,23,1481.551011904762,High (over $150)
172,18,683.717634920635,High (over $150)
173,21,1052.8506289571749,High (over $150)
176,25,1615.8823609903925,High (over $150)
177,19,1240.511443627451,High (over $150)
178,16,821.8389419191919,High (over $150)
180,23,961.5066428571429,High (over $150)
184,20,991.9310654761905,High (over $150)
185,17,1165.2032407347554,High (over $150)
190,19,821.0553440028001,High (over $150)
194,20,1299.69641,High (over $150)
196,13,770.1702002164502,High (over $150)
197,21,1143.5861909325113,High (over $150)
198,21,1264.8422142857144,High (over $150)
199,18,1319.4272662076878,High (over $150)
200,20,875.4806077992181,High (over $150)
201,8,354.9689523809524,High (over $150)
203,15,761.9636944444444,High (over $150)
205,12,603.9713023088024,High (over $150)
206,19,1022.3636543859649,High (over $150)
207,19,852.4292222222222,High (over $150)
208,23,1447.1080107017165,High (over $150)
209,17,656.1045273726273,High (over $150)
211,17,705.4284464285714,High (over $150)
212,16,924.4380368269813,High (over $150)
213,19,1148.1029957671958,High (over $150)
216,16,997.9081894409937,High (over $150)
217,30,1096.387813950072,High (over $150)
218,16,669.0242156862745,High (over $150)
219,17,525.5423493318276,High (over $150)
220,14,943.6687554112555,High (over $150)
222,20,1664.1378614718615,High (over $150)
225,25,1485.5058913863913,High (over $150)
227,27,2196.36515995116,High (over $150)
229,19,926.4387949134199,High (over $150)
230,15,540.5901565704543,High (over $150)
231,17,610.8201929531186,High (over $150)
233,15,839.2130659722222,High (over $150)
234,23,1330.4267719298246,High (over $150)
235,12,638.4800089285715,High (over $150)
236,17,1441.156987891419,High (over $150)
237,18,1116.1441023976024,High (over $150)
240,18,483.61294036519035,High (over $150)
241,15,780.3109848172123,High (over $150)
242,13,389.37045436507935,High (over $150)
244,19,1167.4829741019214,High (over $150)
246,20,2156.234079365079,High (over $150)
247,13,759.7443860665177,High (over $150)
248,16,764.6622715548341,High (over $150)
249,16,728.0593333333333,High (over $150)
250,23,1127.9472934329287,High (over $150)
252,28,1579.0175039640915,High (over $150)
254,28,1267.8640966512764,High (over $150)
256,15,700.3413724497724,High (over $150)
257,17,1029.4763490722892,High (over $150)
260,17,879.1350818903319,High (over $150)
261,18,1374.7329743044481,High (over $150)
264,19,936.8811111111112,High (over $150)
265,19,789.1197524942163,High (over $150)
267,14,570.3720873015873,High (over $150)
273,18,1497.329067098837,High (over $150)
274,20,1393.2289252645503,High (over $150)
275,22,1410.0646303104575,High (over $150)
277,25,789.9958130432412,High (over $150)
278,29,2666.3565915145537,High (over $150)
280,21,1336.1679897822764,High (over $150)
282,21,786.0040629093129,High (over $150)
285,21,852.3346066505712,High (over $150)
286,11,574.3801758658009,High (over $150)
287,23,693.335788068971,High (over $150)
291,14,502.26282666485645,High (over $150)
293,19,1241.0279965597267,High (over $150)
299,7,420.40927601809955,High (over $150)
300,20,1358.493269078144,High (over $150)
301,17,1299.3803931623931,High (over $150)
303,23,1678.593360958889,High (over $150)
305,8,178.10467414529916,High (over $150)
311,21,671.5089155844156,High (over $150)
313,17,1157.9228906926407,High (over $150)
315,8,296.28320536635704,High (over $150)
316,14,987.1049449023199,High (over $150)
317,10,579.1387142857143,High (over $150)
319,18,1359.5467344585177,High (over $150)
320,14,1078.7322462863933,High (over $150)
321,21,1082.469577311427,High (over $150)
322,13,278.03966558441556,High (over $150)
323,24,974.2758666666666,High (over $150)
327,19,801.1068234516028,High (over $150)
328,19,1286.1201519737012,High (over $150)
329,20,1086.0999951127867,High (over $150)
331,12,770.152636904762,High (over $150)
332,22,852.6755642729282,High (over $150)
334,16,961.3321677489178,High (over $150)
335,15,1149.63326659598,High (over $150)
338,15,998.9604523809525,High (over $150)
343,16,556.5138214259022,High (over $150)
345,24,1127.380998015873,High (over $150)
346,18,1024.5490968524252,High (over $150)
348,16,877.4329026610644,High (over $150)
349,24,706.8557145125158,High (over $150)
350,29,1608.5679036374845,High (over $150)
351,24,1075.5656525974025,High (over $150)
354,22,864.6991540616247,High (over $150)
356,30,1376.5924513800117,High (over $150)
357,24,1576.7740011059846,High (over $150)
359,22,1061.5341871991966,High (over $150)
360,17,614.860257992008,High (over $150)
361,17,934.0591666666667,High (over $150)
362,16,1315.007496176926,High (over $150)
363,23,789.0338764444352,High (over $150)
364,23,1091.624640081395,High (over $150)
366,18,1254.994931878307,High (over $150)
368,17,709.1460111772486,High (over $150)
369,24,2413.4577197640087,High (over $150)
370,26,1020.7898642439433,High (over $150)
371,26,3324.38528918899,High (over $150)
373,29,1027.7257943722943,High (over $150)
374,18,830.9450555555555,High (over $150)
375,18,929.9430865633076,High (over $150)
376,27,2065.513792195054,High (over $150)
377,29,1468.0250298251578,High (over $150)
379,27,1489.3406536663433,High (over $150)
380,17,885.0660861556744,High (over $150)
383,13,640.7279797077922,High (over $150)
385,21,592.5577985347985,High (over $150)
386,23,1121.7326898272404,High (over $150)
387,19,296.465028057834,High (over $150)
391,18,1046.2379722222222,High (over $150)
393,15,1046.0025057720059,High (over $150)
394,21,956.0731040204679,High (over $150)
395,18,1254.2217373312963,High (over $150)
397,14,425.27046611721613,High (over $150)
398,18,940.5848113553113,High (over $150)
400,24,968.9159285714286,High (over $150)
401,21,1390.2644912056928,High (over $150)
402,28,1619.3418477564103,High (over $150)
403,13,679.1019583333333,High (over $150)
408,29,2112.9137255799756,High (over $150)
410,6,210.10722222222222,High (over $150)
414,21,1993.7537595046083,High (over $150)
415,16,728.1312999681478,High (over $150)
416,22,503.0532240826806,High (over $150)
419,19,746.9086934337215,High (over $150)
421,17,806.4391319702864,High (over $150)
425,18,1072.240707906129,High (over $150)
427,16,747.2699137806637,High (over $150)
428,26,1667.995489206636,High (over $150)
430,20,1090.5832343232994,High (over $150)
432,15,745.8480826902567,High (over $150)
433,9,1010.8520925925926,High (over $150)
434,14,963.2154082113539,High (over $150)
437,21,1337.5304787107887,High (over $150)
438,10,425.50416666666666,High (over $150)
441,24,986.5917678862356,High (over $150)
442,22,2537.4210677521005,High (over $150)
447,19,658.4367940539852,High (over $150)
449,19,654.6548550346454,High (over $150)
450,20,1458.0923081550802,High (over $150)
451,19,585.9393599439776,High (over $150)
452,30,2157.2033273876946,High (over $150)
455,17,1326.6314206349207,High (over $150)
456,28,1102.595819042069,High (over $150)
457,18,1108.699087392836,High (over $150)
458,15,1203.2348452380952,High (over $150)
459,31,1323.0992935120435,High (over $150)
460,20,1467.1298067344533,High (over $150)
461,19,858.3605999254617,High (over $150)
462,24,1405.9149173658786,High (over $150)
464,14,772.7034570494865,High (over $150)
465,20,738.2083353174603,High (over $150)
467,26,1312.4973017676766,High (over $150)
468,13,668.1499490968802,High (over $150)
469,16,1210.177044827979,High (over $150)
470,20,886.9878522727272,High (over $150)
472,24,846.9603943744164,High (over $150)
473,21,783.1951456043955,High (over $150)
474,29,2403.76610259879,High (over $150)
476,25,1019.4238209568209,High (over $150)
477,21,1309.6530134952766,High (over $150)
478,27,1779.6745922177238,High (over $150)
479,15,722.7472267351385,High (over $150)
480,15,1152.0923059440559,High (over $150)
483,17,832.9072579365079,High (over $150)
487,19,1645.1993316396865,High (over $150)
488,18,828.8613962962963,High (over $150)
489,14,770.6982419908467,High (over $150)
490,36,4056.864832640807,High (over $150)
491,11,494.039,High (over $150)
494,18,748.8344417857329,High (over $150)
496,17,907.0597323633157,High (over $150)
497,16,828.9020068443051,High (over $150)
502,19,978.9461559064486,High (over $150)
503,20,472.3681135550496,High (over $150)
506,27,1679.7890495319496,High (over $150)
509,17,1005.3336726190475,High (over $150)
511,24,990.5482348294038,High (over $150)
514,20,911.5613830519721,High (over $150)
515,14,640.1710816624895,High (over $150)
517,19,474.8481757172566,High (over $150)
519,20,720.9226691586922,High (over $150)
520,20,1024.4319038184037,High (over $150)
523,15,926.5722506313132,High (over $150)
524,14,503.56847794117647,High (over $150)
525,20,938.6877009803922,High (over $150)
526,19,1551.8858573639623,High (over $150)
528,16,749.6098559749075,High (over $150)
530,22,586.0184906204906,High (over $150)
534,23,1536.9675533818033,High (over $150)
538,24,1121.8276739631335,High (over $150)
542,22,891.5725673056734,High (over $150)
543,18,1026.1411645299145,High (over $150)
545,18,1122.9123082473081,High (over $150)
546,15,950.8828902116402,High (over $150)
547,13,285.38550961293606,High (over $150)
549,22,1311.986744949495,High (over $150)
550,22,1090.691995941003,High (over $150)
552,23,1812.6086607142856,High (over $150)
554,23,1197.3328101204352,High (over $150)
556,29,1167.0894055435306,High (over $150)
557,19,786.1291524663847,High (over $150)
561,17,539.8544447004608,High (over $150)
563,16,1460.1555833333334,High (over $150)
564,18,774.3279173414305,High (over $150)
565,15,858.151258387446,High (over $150)
566,19,961.0945494591448,High (over $150)
569,6,253.43213095238096,High (over $150)
570,22,1129.660359972769,High (over $150)
571,17,583.8634146194363,High (over $150)
573,12,340.01306125080595,High (over $150)
575,20,1021.0858334500467,High (over $150)
576,21,840.1758119052159,High (over $150)
577,23,631.0965591214341,High (over $150)
580,14,789.041068526519,High (over $150)
581,22,837.2776809163059,High (over $150)
582,11,589.5340833333333,High (over $150)
583,19,780.8377982768865,High (over $150)
584,24,651.4241715083162,High (over $150)
585,16,869.7560429292929,High (over $150)
586,11,375.0537916666667,High (over $150)
589,13,435.9030833333333,High (over $150)
592,17,461.18788640873015,High (over $150)
595,23,913.5346944444444,High (over $150)
596,9,350.7969047619048,High (over $150)
597,17,935.2164040404041,High (over $150)
598,25,1138.6718675164907,High (over $150)
601,18,880.4163609022556,High (over $150)
602,22,1284.6061935499226,High (over $150)
604,21,1474.4020974025975,High (over $150)
605,18,967.1721350533525,High (over $150)
608,20,506.7809623015873,High (over $150)
609,19,683.6120086580087,High (over $150)
613,17,896.4908344670035,High (over $150)
614,15,735.6524761904761,High (over $150)
615,23,1163.1936927681993,High (over $150)
616,7,196.70958333333334,High (over $150)
618,16,512.3244005403579,High (over $150)
619,21,1103.8312984234235,High (over $150)
621,18,818.830862012987,High (over $150)
623,17,1170.8875898268398,High (over $150)
628,21,1192.28354700365,High (over $150)
629,17,1105.1458286150983,High (over $150)
630,21,950.2102893055776,High (over $150)
631,20,1053.147738095238,High (over $150)
633,19,1844.4390238095239,High (over $150)
634,23,1359.3728574342324,High (over $150)
636,15,714.2105055777556,High (over $150)
637,23,1763.7674384920635,High (over $150)
638,21,1549.959238011988,High (over $150)
639,21,964.5674023877357,High (over $150)
641,19,899.6553134175192,High (over $150)
642,23,1185.8222551352158,High (over $150)
643,28,1011.7156721472971,High (over $150)
644,14,550.1616127819549,High (over $150)
646,27,1223.1551612978524,High (over $150)
647,5,209.39042207792207,High (over $150)
648,13,518.71759375,High (over $150)
649,17,699.0194889369889,High (over $150)
650,11,495.3478946078431,High (over $150)
652,22,1156.8767668159514,High (over $150)
655,18,578.1348571428571,High (over $150)
657,18,825.3115123068366,High (over $150)
658,23,1531.088256478606,High (over $150)
659,18,813.7149389495368,High (over $150)
660,21,736.8776566416041,High (over $150)
661,6,161.78816666666668,High (over $150)
662,23,1067.221460652093,High (over $150)
663,28,1890.0365500039177,High (over $150)
665,17,794.5355968207517,High (over $150)
667,28,2125.7000371854274,High (over $150)
668,27,1224.5848058885558,High (over $150)
669,20,822.3153784528073,High (over $150)
671,17,1066.7230051282359,High (over $150)
672,24,830.8181117265087,High (over $150)
674,22,710.0762964929808,High (over $150)
675,12,783.51,High (over $150)
676,15,937.7110838613883,High (over $150)
677,20,1302.118257459889,High (over $150)
678,15,498.8043635402609,High (over $150)
679,17,468.72306684981686,High (over $150)
683,22,1425.7064317349318,High (over $150)
684,15,793.7800042735042,High (over $150)
688,9,521.398873015873,High (over $150)
692,23,767.6866218041217,High (over $150)
696,22,2901.965628282828,High (over $150)
697,13,848.5581547619048,High (over $150)
699,13,436.1867319360099,High (over $150)
702,27,1837.3718045106234,High (over $150)
704,26,2261.0543756382935,High (over $150)
705,23,1501.864901071151,High (over $150)
706,25,1876.7379006410256,High (over $150)
708,19,2103.2902162698415,High (over $150)
709,16,693.1362646520147,High (over $150)
711,14,604.5189921353157,High (over $150)
712,19,840.9897779165279,High (over $150)
714,18,934.3521151611546,High (over $150)
716,11,273.15863194444444,High (over $150)
719,25,1158.8548921703295,High (over $150)
720,14,643.8357307692307,High (over $150)
721,17,624.816141501762,High (over $150)
723,18,572.6758390092879,High (over $150)
724,21,1018.5507085137085,High (over $150)
726,18,631.6390529411135,High (over $150)
727,16,649.8653497510115,High (over $150)
728,17,1092.50290418968,High (over $150)
729,22,1597.1367633053221,High (over $150)
731,10,913.3337202380952,High (over $150)
732,14,515.5594686716792,High (over $150)
733,23,2107.961383211233,High (over $150)
734,20,511.8927004710975,High (over $150)
737,26,1128.306093604463,High (over $150)
738,16,1276.89855999556,High (over $150)
742,23,1250.4460535714286,High (over $150)
743,22,925.6396547619048,High (over $150)
744,20,1115.0850239898991,High (over $150)
746,26,1172.0457772556392,High (over $150)
747,17,595.0176075737987,High (over $150)
748,17,855.5072318563789,High (over $150)
750,24,854.3640277777778,High (over $150)
751,15,1029.2650148809523,High (over $150)
752,21,1806.928237942613,High (over $150)
753,11,534.7929206349206,High (over $150)
754,22,1397.3333237652446,High (over $150)
755,15,505.27535714285716,High (over $150)
756,16,1215.6845887445886,High (over $150)
757,19,839.1879757236228,High (over $150)
758,17,589.8986323763955,High (over $150)
759,22,1501.1837754419494,High (over $150)
760,22,836.4802441610677,High (over $150)
762,19,855.1927582417583,High (over $150)
763,28,2617.4782597957596,High (over $150)
764,30,1906.3695888817065,High (over $150)
771,17,696.3175,High (over $150)
772,16,429.68020444139194,High (over $150)
773,17,977.6636509678061,High (over $150)
774,17,558.455876984127,High (over $150)
776,19,1138.600066017316,High (over $150)
779,17,606.9004362992622,High (over $150)
780,5,118.71174641148326,Medium ($50-$150)
782,17,906.8195153769841,High (over $150)
783,18,631.6259867632367,High (over $150)
789,19,870.8326681704261,High (over $150)
790,14,749.1195889307825,High (over $150)
791,18,869.9134957264957,High (over $150)
793,20,799.2417233801145,High (over $150)
794,7,542.1044047619048,High (over $150)
795,19,1448.4327974089185,High (over $150)
797,19,1145.19973598542,High (over $150)
798,21,1694.270653846154,High (over $150)
799,18,842.9959844804318,High (over $150)
801,19,713.5948330129909,High (over $150)
802,21,1283.4419267865528,High (over $150)
803,20,783.6171139827152,High (over $150)
804,28,1655.6991611937754,High (over $150)
807,21,1050.736769668737,High (over $150)
808,25,1686.7987342930762,High (over $150)
810,26,1150.4312014456737,High (over $150)
811,24,2135.995427475347,High (over $150)
814,27,1292.0105648790927,High (over $150)
816,18,1056.5052843137255,High (over $150)
819,20,798.3239722152847,High (over $150)
820,32,1865.0833659831549,High (over $150)
821,20,562.1189682539683,High (over $150)
822,19,778.2875132275133,High (over $150)
823,22,1080.919137973138,High (over $150)
825,22,1846.7723785034248,High (over $150)
826,13,928.5915,High (over $150)
827,23,1377.3205695611578,High (over $150)
828,23,903.9132228249476,High (over $150)
831,19,905.0051831808543,High (over $150)
832,32,2646.8098816738816,High (over $150)
837,27,1158.398433968809,High (over $150)
839,8,411.2477692307692,High (over $150)
840,21,2382.1663932183974,High (over $150)
843,15,594.7871428571428,High (over $150)
844,12,902.753,High (over $150)
845,20,775.9388398692811,High (over $150)
846,25,1055.709114080075,High (over $150)
847,24,971.5025663144046,High (over $150)
848,16,1372.5180914918415,High (over $150)
849,14,594.3195686350373,High (over $150)
850,16,813.5009951678438,High (over $150)
851,18,829.2695885093168,High (over $150)
852,25,944.1018914386267,High (over $150)
855,20,580.809458179512,High (over $150)
856,24,2265.2161116554275,High (over $150)
858,14,501.8327857142857,High (over $150)
859,24,820.4462537878787,High (over $150)
860,12,679.4528787878788,High (over $150)
862,11,377.40676925770305,High (over $150)
863,11,467.3779761904762,High (over $150)
865,15,904.7553658903707,High (over $150)
866,14,1130.8815476190475,High (over $150)
868,24,1576.5216581029124,High (over $150)
869,21,987.4379215686274,High (over $150)
870,23,1302.140362803863,High (over $150)
871,20,1170.3848817758987,High (over $150)
872,22,1015.3131048387097,High (over $150)
875,12,587.4908106060607,High (over $150)
876,16,628.6054046003017,High (over $150)
877,19,1145.213842068747,High (over $150)
879,15,475.5950755693582,High (over $150)
882,18,721.4659710158263,High (over $150)
883,3,82.81866666666667,Medium ($50-$150)
884,23,881.4655137776876,High (over $150)
885,11,555.9145357142858,High (over $150)
888,18,1090.7778181818182,High (over $150)
890,19,1058.3714765607392,High (over $150)
891,25,1245.262787464986,High (over $150)
895,29,1253.9749636613387,High (over $150)
897,8,115.83466666666666,Medium ($50-$150)
898,18,678.2741221556222,High (over $150)
900,21,1078.787575280396,High (over $150)
901,21,731.6788162878788,High (over $150)
905,22,1338.50323995449,High (over $150)
906,22,1196.6617997364099,High (over $150)
908,30,1301.4183649308209,High (over $150)
909,15,1386.6429718065751,High (over $150)
912,22,1155.5281999052672,High (over $150)
913,15,628.7400396825396,High (over $150)
914,18,747.0013828571429,High (over $150)
917,17,546.6936291486292,High (over $150)
918,24,970.6811223082473,High (over $150)
920,11,314.50967030885784,High (over $150)
921,17,1935.7875335144927,High (over $150)
924,20,901.2242030494016,High (over $150)
928,15,449.3989364579928,High (over $150)
931,19,1523.5222502744007,High (over $150)
932,24,1125.9645206582634,High (over $150)
933,20,761.7548412698412,High (over $150)
938,22,1655.7070276001705,High (over $150)
939,11,652.3896430280246,High (over $150)
940,25,1074.7682005853624,High (over $150)
942,19,1313.1999444444446,High (over $150)
944,19,1282.699682997558,High (over $150)
946,26,1120.2209962754107,High (over $150)
947,26,1780.0069330903016,High (over $150)
948,22,1034.0320969765528,High (over $150)
949,26,1684.547061149961,High (over $150)
951,16,594.0065568783069,High (over $150)
952,26,2102.042894055646,High (over $150)
954,23,1295.2533893661894,High (over $150)
955,4,70.19,Medium ($50-$150)
957,22,1328.734140381405,High (over $150)
961,16,1233.1617356890404,High (over $150)
962,16,825.365447235513,High (over $150)
963,6,152.0655634920635,High (over $150)
964,21,1212.4558187704108,High (over $150)
970,19,1025.8712651517385,High (over $150)
972,20,1289.6720248015872,High (over $150)
973,19,486.86505988455986,High (over $150)
976,19,1388.288186114871,High (over $150)
977,20,762.1812491161853,High (over $150)
979,16,979.3598561157796,High (over $150)
980,24,969.9701655219781,High (over $150)
983,27,1315.5254586697615,High (over $150)
984,24,1231.461579004329,High (over $150)
985,24,1494.2830404317904,High (over $150)
986,12,560.4557023809524,High (over $150)
987,27,1712.722399508207,High (over $150)
988,16,663.0148235294117,High (over $150)
989,30,5383.482167397876,High (over $150)
990,14,468.294094030969,High (over $150)
992,19,1253.1870762570763,High (over $150)
994,20,673.6932094852683,High (over $150)
996,14,482.16666013252393,High (over $150)
997,30,1375.4300480247377,High (over $150)
1002,11,691.8664340463458,High (over $150)
1003,17,932.5612593370681,High (over $150)
1006,17,767.1401544928265,High (over $150)
1008,22,583.095092524629,High (over $150)
1009,17,708.7035554765271,High (over $150)
1012,11,643.8324761904762,High (over $150)
1016,10,162.97365277777777,High (over $150)
1018,24,1137.8286886775504,High (over $150)
1019,21,1024.4183870214754,High (over $150)
1020,30,2720.976120386966,High (over $150)
1022,21,1237.7788238668195,High (over $150)
1024,19,980.2592008987745,High (over $150)
1026,27,868.5867913905952,High (over $150)
1027,19,1207.4957634865134,High (over $150)
1028,24,1558.794533625731,High (over $150)
1029,18,1115.895115079365,High (over $150)
1030,17,725.2373842870093,High (over $150)
1031,18,1147.8159155925773,High (over $150)
1034,20,1593.9107245477833,High (over $150)
1039,20,987.0842142429065,High (over $150)
1041,17,1069.909567161703,High (over $150)
1046,22,1168.073725005387,High (over $150)
1047,25,1426.164720276154,High (over $150)
1048,16,806.0480883838384,High (over $150)
1050,16,894.1311405117483,High (over $150)
1052,22,1346.556664578112,High (over $150)
1053,30,2441.0531400395616,High (over $150)
1054,19,604.928573051948,High (over $150)
1058,15,677.83275,High (over $150)
1060,23,1152.8802848262849,High (over $150)
1063,22,1003.101124342161,High (over $150)
1066,17,1213.20622357269,High (over $150)
1067,25,1151.783620115995,High (over $150)
1069,18,707.2803855848452,High (over $150)
1070,23,963.5146894673953,High (over $150)
1072,12,673.9726281937017,High (over $150)
1073,25,1222.4657672586034,High (over $150)
1074,20,876.632011904762,High (over $150)
1075,15,1220.2534783549784,High (over $150)
1076,23,1121.3782312409812,High (over $150)
1077,24,1036.3462795284781,High (over $150)
1078,20,1912.7325245091652,High (over $150)
1079,17,1252.6223217710794,High (over $150)
1080,22,738.0888486444112,High (over $150)
1081,15,1054.6722878787878,High (over $150)
1082,11,460.14061904761905,High (over $150)
1083,16,723.2834246390864,High (over $150)
1084,20,1202.3420363929602,High (over $150)
1086,15,1452.2238095238095,High (over $150)
1087,17,741.3854869047619,High (over $150)
1088,20,1324.743080973455,High (over $150)
1089,18,884.7068466810966,High (over $150)
1091,16,1316.3762623376624,High (over $150)
1094,15,658.9018478739004,High (over $150)
1095,20,1169.3891714285714,High (over $150)
1096,23,1191.3338610017754,High (over $150)
1097,23,1019.3083089851325,High (over $150)
1098,27,1207.9415686773316,High (over $150)
1100,19,2408.2453659617504,High (over $150)
1102,18,1214.2247964364742,High (over $150)
1103,27,1180.4832148421024,High (over $150)
1104,25,1045.739342251379,High (over $150)
1105,17,710.0161223978257,High (over $150)
1106,22,529.6602066396235,High (over $150)
1107,24,1078.7476334221335,High (over $150)
1114,21,719.6503271075974,High (over $150)
1115,24,1230.6410363303744,High (over $150)
1116,21,1639.0493063551944,High (over $150)
1117,11,646.0593277310925,High (over $150)
1118,9,657.1297916666666,High (over $150)
1121,23,1285.3022675714922,High (over $150)
1123,14,435.0209521652864,High (over $150)
1125,9,416.0895952380952,High (over $150)
1127,17,807.1265886437909,High (over $150)
1128,25,776.2227569556261,High (over $150)
1129,20,890.5411902841782,High (over $150)
1130,29,1635.5729112842016,High (over $150)
1131,17,1036.7101468253968,High (over $150)
1133,19,671.7385506715507,High (over $150)
1135,20,1609.5332074314574,High (over $150)
1137,18,1022.4946907051283,High (over $150)
1138,21,482.7707986386637,High (over $150)
1140,13,828.1848311840121,High (over $150)
1141,25,1507.4703305860805,High (over $150)
1142,17,1541.4751917414692,High (over $150)
1144,29,1105.0070647692567,High (over $150)
1145,16,786.7179836760462,High (over $150)
1147,23,1407.401296067534,High (over $150)
1148,18,612.0144355921856,High (over $150)
1150,28,1889.087931998557,High (over $150)
1151,15,380.3272831918721,High (over $150)
1153,13,188.58449038461538,High (over $150)
1155,24,1444.1141942501943,High (over $150)
1156,19,1613.491991797676,High (over $150)
1163,16,1593.2051893939395,High (over $150)
1164,23,1850.6102109312255,High (over $150)
1166,21,1198.6648542149908,High (over $150)
1168,30,3349.06398306372,High (over $150)
1169,15,1074.0808712121213,High (over $150)
1170,16,636.1607808156755,High (over $150)
1171,20,1148.3178517316016,High (over $150)
1173,25,2054.32450229741,High (over $150)
1176,24,1157.5952787712288,High (over $150)
1177,19,699.8317512386968,High (over $150)
1179,22,1212.9714671717172,High (over $150)
1180,22,1004.6620365375522,High (over $150)
1181,21,1409.0175199594466,High (over $150)
1183,19,971.5618317506866,High (over $150)
1184,24,1210.2600873015872,High (over $150)
1187,19,772.7158888888889,High (over $150)
1189,16,809.2989704856691,High (over $150)
1190,18,1029.8702429392447,High (over $150)
1192,10,353.428529391661,High (over $150)
1193,24,1388.2619645909647,High (over $150)
1194,18,1003.0424365079365,High (over $150)
1195,23,1436.8180865508366,High (over $150)
