client_id,merchant_id,months_active,avg_monthly_charge,last_transaction,days_since,dormant
5,81833,4,12.3975,2018-12-02 11:37:00,333,True
5,97027,3,8.02875,2019-01-25 17:28:00,279,True
5,99323,7,15.135555555555555,2019-06-10 14:14:00,143,True
11,4539,11,22.782916666666665,2019-10-02 13:20:00,29,False
11,5738,4,58.4475,2015-10-22 06:20:00,1470,True
11,13646,6,48.72875,2019-04-05 06:01:00,209,True
11,13915,12,42.528708333333334,2019-06-27 12:26:00,126,True
11,15797,5,43.062,2017-11-13 17:03:00,717,True
11,19756,3,33.02333333333333,2012-09-10 22:25:00,2607,True
11,20519,3,54.836666666666666,2014-03-30 17:04:00,2041,True
11,20561,6,58.40875,2018-07-07 17:05:00,481,True
11,25887,12,43.29833333333333,2019-09-19 17:26:00,42,False
11,35451,12,38.79907407407407,2019-07-30 17:03:00,93,True
11,36934,3,58.375,2013-06-20 06:04:00,2324,True
11,48919,3,61.08,2017-12-21 10:55:00,679,True
11,53084,5,16.356,2019-01-23 09:12:00,281,True
11,59935,3,78.0,2019-10-09 08:19:00,22,False
11,60569,5,93.00875,2018-04-07 15:04:00,572,True
11,61195,11,41.21478260869566,2019-07-20 13:09:00,103,True
11,75936,3,59.839999999999996,2017-08-08 17:10:00,814,True
11,83229,10,20.890625,2019-03-29 13:23:00,216,True
11,86410,3,54.3675,2018-09-13 17:04:00,413,True
11,86561,6,32.74333333333333,2015-11-21 20:25:00,1440,True
11,92748,10,108.26142857142858,2018-11-03 15:24:00,362,True
13,13646,4,37.129999999999995,2019-10-03 09:23:00,28,False
13,17976,3,75.97,2018-06-03 20:03:00,515,True
13,19756,3,22.785,2019-03-27 19:39:00,218,True
13,20561,3,9.6625,2016-11-22 08:57:00,1073,True
13,22204,11,46.665333333333336,2019-06-15 16:40:00,138,True
13,33334,7,44.74777777777778,2019-04-13 08:29:00,201,True
13,39021,4,33.775999999999996,2016-01-15 11:20:00,1385,True
13,48919,4,69.4025,2019-03-01 07:02:00,244,True
13,59935,9,55.06041666666667,2019-07-19 17:03:00,104,True
13,60569,8,31.935714285714287,2018-10-28 07:23:00,368,True
13,71955,4,80.41749999999999,2019-05-18 12:59:00,166,True
13,73186,5,153.522,2019-10-11 15:22:00,20,False
13,73975,4,26.032500000000002,2018-09-09 11:50:00,417,True
13,74045,3,38.0125,2019-06-21 09:26:00,132,True
13,79664,5,5.728,2018-01-05 08:28:00,664,True
13,83271,3,17.830000000000002,2017-05-20 15:09:00,894,True
13,85384,7,36.413125,2018-09-07 06:48:00,419,True
13,86616,3,166.71333333333334,2018-11-17 15:55:00,348,True
13,89069,3,25.573333333333334,2018-04-25 06:44:00,554,True
13,91200,4,11.2525,2016-04-29 14:56:00,1280,True
13,92542,12,7.659019607843137,2019-09-13 11:13:00,48,False
13,98374,4,40.0025,2019-05-11 09:56:00,173,True
14,535,3,178.97333333333336,2015-09-23 21:56:00,1499,True
14,2177,5,23.38375,2019-09-17 13:53:00,44,False
14,8479,3,15.813333333333333,2018-09-22 14:48:00,404,True
14,9932,3,20.626666666666665,2013-07-30 07:05:00,2284,True
14,15210,4,149.8175,2017-12-01 12:08:00,699,True
14,17490,3,21.206666666666667,2019-03-16 11:39:00,229,True
14,19756,3,45.3375,2017-07-10 17:26:00,843,True
14,20519,4,18.055,2015-06-26 08:38:00,1588,True
14,20561,7,29.298125,2018-03-22 13:48:00,588,True
14,21242,4,153.86875,2018-10-12 07:03:00,384,True
14,21925,7,19.752499999999998,2019-05-30 06:14:00,154,True
14,27103,5,40.160000000000004,2019-09-06 20:45:00,55,False
14,48919,4,46.962,2019-06-22 13:27:00,131,True
14,54850,3,104.58333333333333,2019-02-07 04:33:00,266,True
14,59858,3,43.45333333333334,2019-10-30 07:00:00,1,False
14,59935,9,49.636250000000004,2019-04-06 05:54:00,208,True
14,60569,5,29.978333333333335,2019-09-26 19:01:00,35,False
14,61195,12,45.73538461538461,2019-05-24 05:18:00,160,True
14,67450,3,51.19333333333333,2018-06-12 08:31:00,506,True
14,73186,5,141.304,2017-09-07 14:28:00,784,True
14,88459,3,18.81,2018-09-02 15:53:00,424,True
14,92993,7,38.009499999999996,2018-05-01 07:22:00,548,True
16,5900,3,74.0125,2019-10-15 09:26:00,16,False
16,9092,4,80.63,2017-11-24 14:03:00,706,True
16,9932,3,40.722500000000004,2017-02-24 03:03:00,979,True
16,16798,7,22.783333333333335,2019-10-15 14:25:00,16,False
16,18563,4,22.2725,2013-10-25 14:22:00,2197,True
16,19964,7,52.82,2018-04-23 12:51:00,556,True
16,20561,4,60.192499999999995,2018-05-15 15:20:00,534,True
16,21903,7,45.069,2019-06-17 11:43:00,136,True
16,25887,6,46.209,2019-06-10 19:05:00,143,True
16,27092,4,80.0,2015-05-21 12:51:00,1624,True
16,30055,7,30.736250000000002,2019-03-15 18:36:00,230,True
16,32175,3,77.9425,2016-10-06 09:21:00,1120,True
16,35451,5,39.11666666666667,2019-04-21 11:34:00,193,True
16,37387,3,142.42333333333332,2014-07-02 18:37:00,1947,True
16,49789,9,53.01892857142857,2018-09-09 13:47:00,417,True
16,52023,8,21.195555555555554,2019-08-02 14:22:00,90,True
16,59086,6,202.32857142857142,2018-07-27 22:12:00,461,True
16,59350,4,68.87285714285714,2019-06-02 14:27:00,151,True
16,59935,7,61.891818181818174,2019-04-10 13:45:00,204,True
16,60569,7,34.16375,2019-01-13 12:31:00,291,True
16,73186,4,145.205,2018-09-05 00:20:00,421,True
16,75781,5,45.40428571428571,2015-02-18 14:47:00,1716,True
16,78941,7,58.663333333333334,2016-10-09 15:58:00,1117,True
16,80770,4,79.5325,2018-09-30 14:15:00,396,True
16,86466,4,66.385,2018-09-18 08:54:00,408,True
16,89069,3,46.97666666666667,2017-12-29 12:35:00,671,True
16,93208,4,63.0225,2019-08-08 13:52:00,84,True
16,96883,7,29.586875,2019-04-06 18:37:00,208,True
17,3238,12,39.115641025641025,2019-08-17 18:23:00,75,True
17,5108,8,56.7425,2017-08-18 16:12:00,804,True
17,5611,7,8.044285714285715,2018-12-27 12:21:00,308,True
17,8512,5,13.941999999999998,2017-05-12 08:59:00,902,True
17,9932,7,69.0052380952381,2019-08-01 06:41:00,91,True
17,11468,5,38.10285714285715,2018-12-01 10:49:00,334,True
17,13523,7,34.24363636363636,2018-12-15 06:24:00,320,True
17,14528,7,0.9099999999999999,2018-09-14 21:19:00,412,True
17,17976,4,110.64555555555555,2019-01-11 12:33:00,293,True
17,20519,5,32.20909090909091,2018-09-17 07:24:00,409,True
17,25027,8,29.929333333333332,2018-07-17 10:35:00,471,True
17,25887,11,43.035357142857144,2019-09-22 18:01:00,39,False
17,26810,10,56.988535353535354,2019-07-11 06:24:00,112,True
17,26909,7,29.936666666666667,2018-10-20 07:17:00,376,True
17,32606,3,35.03666666666666,2019-02-27 19:10:00,246,True
17,32858,6,33.826,2019-05-11 07:02:00,173,True
17,34490,7,39.39,2018-11-08 07:19:00,357,True
17,43261,10,69.36752873563218,2019-04-03 06:18:00,211,True
17,48919,10,73.71764705882353,2018-11-18 07:02:00,347,True
17,50783,12,44.681625000000004,2019-10-13 05:50:00,18,False
17,59935,8,61.636875,2019-06-01 00:34:00,152,True
17,60569,11,75.32849999999999,2019-09-10 14:43:00,51,False
17,67107,9,6.974666666666667,2018-12-30 16:25:00,305,True
17,74649,3,31.945,2016-11-30 10:46:00,1065,True
17,78454,10,42.21339285714286,2019-09-28 18:26:00,33,False
17,81833,12,42.85645161290322,2019-07-24 16:09:00,99,True
17,83271,4,8.655,2019-07-25 09:53:00,98,True
17,83480,3,9.673333333333334,2014-02-02 10:18:00,2097,True
17,86471,3,147.498,2018-07-04 10:15:00,484,True
17,88459,4,50.1025,2018-11-22 06:49:00,343,True
17,90865,6,35.72875,2019-07-31 10:53:00,92,True
17,95688,10,51.988749999999996,2019-10-07 11:32:00,24,False
17,98022,12,46.26509009009009,2019-10-23 05:04:00,8,False
19,13646,3,38.10666666666666,2018-02-26 10:43:00,612,True
19,14528,8,1.8544444444444446,2017-10-26 16:38:00,735,True
19,20561,10,9.27576923076923,2019-10-13 13:53:00,18,False
19,20762,8,9.4625,2019-10-06 13:47:00,25,False
19,22204,4,13.336666666666666,2018-03-21 13:40:00,589,True
19,42716,6,28.798333333333332,2018-03-29 18:15:00,581,True
19,48919,4,23.88,2016-05-01 15:56:00,1278,True
19,50783,8,9.4625,2019-08-08 13:40:00,84,True
19,63885,3,29.236666666666668,2019-06-19 15:44:00,134,True
19,79794,6,9.1425,2019-08-28 13:43:00,64,True
19,83599,9,9.456875,2019-06-10 13:39:00,143,True
20,13646,7,52.105555555555554,2019-05-16 15:39:00,168,True
20,14528,4,1.0972,2014-12-10 17:06:00,1786,True
20,20519,9,6.553461538461538,2018-12-23 04:04:00,312,True
20,20916,4,34.0475,2013-03-03 06:31:00,2433,True
20,26810,12,41.60089743589743,2019-10-30 04:06:00,1,False
20,27092,4,75.0,2017-08-27 18:24:00,795,True
20,32606,5,15.146,2019-05-30 22:34:00,154,True
20,36934,6,51.486875,2018-01-03 15:44:00,666,True
20,50783,11,10.622307692307693,2019-07-04 04:08:00,119,True
20,51749,4,14.523333333333333,2019-01-14 22:31:00,290,True
20,52923,3,224.9433333333333,2019-05-18 19:22:00,166,True
20,57614,9,11.645625,2019-10-19 04:25:00,12,False
20,59397,9,3.3666666666666667,2019-03-19 04:04:00,226,True
20,59935,11,29.114,2019-07-22 04:01:00,101,True
20,60569,7,43.769999999999996,2019-04-30 18:37:00,184,True
20,61641,3,67.35666666666667,2018-08-08 16:22:00,449,True
20,67572,3,27.315,2019-05-25 14:19:00,159,True
20,73081,7,70.32857142857144,2018-11-17 13:16:00,348,True
20,79664,8,6.946818181818181,2019-09-12 20:52:00,49,False
20,83161,8,2.838,2018-05-17 04:00:00,532,True
20,86438,12,1.0773809523809526,2019-10-02 17:56:00,29,False
20,86959,3,62.076666666666675,2019-02-06 00:01:00,267,True
20,90165,4,47.844,2016-02-17 16:26:00,1352,True
21,463,4,90.02,2018-10-11 16:35:00,385,True
21,17976,5,114.555,2019-10-02 14:18:00,29,False
21,25887,8,5.026818181818182,2018-06-19 19:04:00,499,True
21,26810,12,28.618522727272726,2019-09-14 08:10:00,47,False
21,27092,10,102.0,2019-10-11 22:16:00,20,False
21,30286,7,48.3115,2019-01-13 18:30:00,291,True
21,30745,4,39.125,2018-07-05 21:57:00,483,True
21,30805,4,48.1625,2014-08-14 08:57:00,1904,True
21,31692,6,46.20666666666667,2019-10-21 21:44:00,10,False
21,36934,5,52.48199999999999,2019-07-21 08:59:00,102,True
21,48411,8,4.693333333333333,2019-05-04 19:02:00,180,True
21,59397,10,4.450526315789474,2018-11-17 19:01:00,348,True
21,59935,12,32.47078947368421,2019-01-27 08:00:00,277,True
21,60569,5,39.284000000000006,2019-09-07 15:32:00,54,False
21,69895,8,29.389333333333333,2018-11-25 19:09:00,340,True
21,69956,3,13.81,2019-09-09 10:53:00,52,False
21,73186,5,43.69166666666666,2018-12-15 19:13:00,320,True
21,75781,10,16.99735294117647,2019-09-08 19:13:00,53,False
21,82981,9,32.03857142857143,2019-04-16 12:21:00,198,True
21,83930,3,39.193333333333335,2014-06-21 17:39:00,1958,True
21,87345,3,19.293333333333333,2018-10-13 13:38:00,383,True
21,88457,4,11.6775,2015-10-15 07:58:00,1477,True
22,10792,3,8.719999999999999,2019-01-17 13:27:00,287,True
22,11560,3,7.745,2019-08-11 06:56:00,81,True
22,35451,4,8.356,2019-07-29 13:01:00,94,True
22,39021,12,30.178725490196076,2019-10-15 11:12:00,16,False
22,43293,6,87.16142857142857,2019-08-21 14:20:00,71,True
22,60569,5,17.161666666666665,2019-07-15 15:26:00,108,True
22,61195,5,21.071428571428573,2019-10-25 06:17:00,6,False
22,73186,3,87.33333333333333,2019-01-03 00:42:00,301,True
22,78499,3,5.5875,2019-09-12 06:04:00,49,False
24,9932,3,68.605,2017-12-17 21:14:00,683,True
24,11468,5,63.83571428571429,2017-09-26 14:19:00,765,True
24,13523,4,56.02,2018-12-01 14:13:00,334,True
24,14528,12,1.8719281045751635,2019-09-07 12:13:00,54,False
24,18215,7,67.12125,2018-12-16 14:24:00,319,True
24,20519,7,22.69,2017-12-27 06:08:00,673,True
24,20561,7,61.34125,2018-06-02 06:03:00,516,True
24,20884,7,24.48222222222222,2019-04-15 18:17:00,199,True
24,23585,4,41.63,2018-03-24 21:29:00,586,True
24,24823,4,14.430000000000001,2018-05-23 09:37:00,526,True
24,26909,5,58.69428571428572,2017-12-19 13:07:00,681,True
24,27092,9,116.36363636363636,2019-09-29 16:07:00,32,False
24,31893,5,70.73400000000001,2019-09-25 14:00:00,36,False
24,32858,4,64.65599999999999,2019-07-01 20:08:00,122,True
24,41625,5,70.82083333333334,2019-10-19 14:06:00,12,False
24,43293,6,20.693,2016-10-18 09:25:00,1108,True
24,46284,7,25.064166666666665,2019-03-10 09:28:00,235,True
24,48919,6,65.306,2019-05-05 14:11:00,179,True
24,49568,10,30.6278947368421,2019-09-03 09:27:00,58,False
24,56456,5,11.306666666666667,2018-10-29 09:47:00,367,True
24,60569,6,76.643125,2019-09-24 14:12:00,37,False
24,61195,8,60.678000000000004,2017-09-07 09:18:00,784,True
24,69972,6,27.956874999999997,2019-10-21 17:45:00,10,False
24,76221,6,46.089999999999996,2018-09-03 13:22:00,423,True
24,85289,3,36.9275,2018-12-14 16:20:00,321,True
24,88459,3,62.6075,2019-09-03 13:45:00,58,False
24,92748,4,108.56800000000001,2019-01-17 22:49:00,287,True
24,97414,7,25.543333333333337,2019-06-22 09:58:00,131,True
27,1572,3,13.876666666666665,2019-10-15 11:31:00,16,False
27,11468,4,32.614,2018-03-10 04:55:00,600,True
27,19756,4,27.8925,2017-10-18 22:54:00,743,True
27,19964,8,37.8015,2019-02-17 14:40:00,256,True
27,20519,4,41.10333333333333,2017-02-20 04:31:00,983,True
27,20561,8,44.88,2018-12-20 04:56:00,315,True
27,22204,10,29.807105263157897,2019-03-23 15:12:00,222,True
27,24504,3,16.773333333333333,2018-12-05 13:53:00,330,True
27,27092,10,75.0,2019-02-20 13:23:00,253,True
27,30055,4,27.00583333333333,2017-11-11 22:49:00,719,True
27,32648,7,42.63375,2018-11-12 18:47:00,353,True
27,32858,7,38.78375,2019-10-20 04:34:00,11,False
27,34223,6,57.775000000000006,2018-06-27 16:16:00,491,True
27,34490,7,33.144444444444446,2019-06-22 04:58:00,131,True
27,43293,7,33.693,2018-06-03 15:56:00,515,True
27,48516,7,35.852,2016-09-19 04:58:00,1137,True
27,50783,10,35.083125,2019-07-18 10:30:00,105,True
27,59935,4,31.1575,2014-09-06 15:49:00,1881,True
27,60569,7,39.8505,2018-09-20 04:48:00,406,True
27,67570,5,38.606,2019-01-10 04:08:00,294,True
27,71732,6,37.153888888888886,2018-12-04 18:42:00,331,True
27,72559,5,153.618,2018-11-25 11:14:00,340,True
27,73186,3,19.406666666666666,2014-05-31 18:41:00,1979,True
27,80485,3,11.033333333333333,2015-10-16 10:47:00,1476,True
27,81536,9,33.917857142857144,2017-05-05 04:41:00,909,True
27,86410,4,34.65,2015-09-17 18:49:00,1505,True
27,88033,6,33.0335,2018-04-01 04:34:00,578,True
27,98222,10,29.945714285714285,2019-07-28 04:44:00,95,True
27,100043,4,27.048000000000002,2019-08-20 22:06:00,72,True
28,11468,3,34.82333333333333,2016-02-05 08:52:00,1364,True
28,13997,3,42.236666666666665,2012-10-05 08:44:00,2582,True
28,19756,5,27.96,2014-12-30 19:09:00,1766,True
28,20519,3,27.956666666666667,2018-09-13 09:54:00,413,True
28,23008,4,257.044,2019-02-07 06:30:00,266,True
28,26327,4,203.1275,2014-12-10 13:18:00,1786,True
28,34908,4,11.4625,2018-08-11 16:16:00,446,True
28,39021,10,42.33954545454546,2019-03-31 15:39:00,214,True
28,50247,6,34.07142857142857,2017-11-24 00:43:00,706,True
28,59935,8,54.86071428571428,2018-03-22 16:13:00,588,True
28,61195,10,41.526875000000004,2019-08-18 10:11:00,74,True
28,75936,7,30.3125,2019-08-29 20:06:00,63,True
28,77627,4,34.656,2017-05-19 20:03:00,895,True
28,79843,6,15.564285714285715,2019-05-05 15:51:00,179,True
28,82981,4,23.176,2019-04-28 09:58:00,186,True
28,87625,3,25.320000000000004,2019-08-12 09:19:00,80,True
28,88760,4,151.76,2017-06-07 18:42:00,876,True
28,98374,7,24.866,2017-09-05 14:39:00,786,True
32,6228,3,30.12,2018-03-08 06:52:00,602,True
32,7111,9,12.636363636363637,2018-11-20 14:32:00,345,True
32,12924,5,23.564285714285713,2018-09-17 07:50:00,409,True
32,20519,3,10.506666666666668,2017-02-10 14:18:00,993,True
32,20561,3,50.004999999999995,2018-08-20 06:28:00,437,True
32,27092,8,58.0,2018-03-24 07:14:00,586,True
32,30055,6,32.69,2018-06-08 13:39:00,510,True
32,32175,5,34.10666666666667,2018-11-29 09:02:00,336,True
32,34931,6,4.244285714285715,2019-02-02 15:20:00,271,True
32,39021,12,23.134583333333335,2019-10-06 16:23:00,25,False
32,46719,4,109.175,2019-10-22 13:42:00,9,False
32,59935,6,63.550000000000004,2019-04-19 08:17:00,195,True
32,60569,5,63.6,2015-05-14 14:18:00,1631,True
32,61195,6,53.07142857142857,2017-07-12 08:23:00,841,True
32,71667,4,37.794,2019-07-26 09:15:00,97,True
32,73815,3,93.41000000000001,2019-06-12 13:21:00,141,True
32,78137,3,29.959999999999997,2016-07-12 09:21:00,1206,True
32,81536,4,27.365000000000002,2014-06-27 21:55:00,1952,True
32,83271,4,15.85875,2018-09-30 16:46:00,396,True
32,83480,6,14.184166666666668,2014-02-23 16:41:00,2076,True
32,85265,3,256.71777777777777,2017-08-24 20:06:00,798,True
32,90061,6,41.660000000000004,2019-09-03 19:19:00,58,False
32,98374,4,45.605000000000004,2016-09-24 09:39:00,1132,True
33,1726,3,106.2,2018-01-12 14:14:00,657,True
33,9932,3,24.005,2019-06-26 04:45:00,127,True
33,20519,3,17.005,2016-07-17 02:51:00,1201,True
33,27092,6,65.0,2019-05-04 07:06:00,180,True
33,27583,12,55.32973333333334,2019-03-18 14:30:00,227,True
33,31451,11,40.715576923076924,2019-04-11 14:35:00,203,True
33,43293,5,51.873333333333335,2017-12-13 15:55:00,687,True
33,50783,12,47.592954545454546,2019-05-31 06:51:00,153,True
33,54850,4,102.85,2019-08-24 16:49:00,68,True
33,56895,8,9.755833333333333,2018-10-10 04:55:00,386,True
33,60569,12,64.25148148148148,2019-10-04 12:18:00,27,False
33,61195,9,76.5898,2019-09-05 14:46:00,56,False
33,73186,3,75.51666666666667,2015-09-29 16:53:00,1493,True
33,79927,11,50.47434343434344,2019-08-09 14:52:00,83,True
33,80665,11,43.18557692307692,2019-10-16 04:52:00,15,False
33,83271,9,9.1,2019-09-29 15:52:00,32,False
33,83480,4,9.937999999999999,2019-07-06 15:46:00,117,True
33,85247,4,16.28,2017-11-20 10:34:00,710,True
33,88459,5,63.803333333333335,2019-07-01 14:30:00,122,True
33,91794,3,125.99000000000001,2015-06-26 20:52:00,1588,True
